"fish_group","rcp","sector","year","value","agg"
"Upeneid goatfishes","RCP 8.5","Subsistence",2082,24.55032334,"By fish group"
"Whitefin wolf-herring","RCP 2.6","Subsistence",2082,19.01402906,"By fish group"
"Whitefin wolf-herring","RCP 8.5","Subsistence",2082,21.77854385,"By fish group"
"Yellowfin seabream","RCP 2.6","Subsistence",2082,19.75802489,"By fish group"
"Yellowfin seabream","RCP 8.5","Subsistence",2082,19.26586405,"By fish group"
"All fish groups","RCP 2.6","All sectors",2082,374837.633934515,"Totals"
"All fish groups","RCP 8.5","All sectors",2082,326781.325765307,"Totals"
"All fish groups","RCP 2.6","Artisanal",2082,200932.087611254,"Totals"
"All fish groups","RCP 8.5","Artisanal",2082,154805.669299434,"Totals"
"All fish groups","RCP 2.6","Industrial",2082,0,"Totals"
"All fish groups","RCP 8.5","Industrial",2082,0,"Totals"
"All fish groups","RCP 2.6","Subsistence",2082,173905.546323261,"Totals"
"All fish groups","RCP 8.5","Subsistence",2082,171975.656465873,"Totals"
"Acetes shrimps","RCP 2.6","All sectors",2082,15149.861724,"By fish group"
"Acetes shrimps","RCP 8.5","All sectors",2082,17672.430385,"By fish group"
"Banana prawn","RCP 2.6","All sectors",2082,178.0605126,"By fish group"
"Banana prawn","RCP 8.5","All sectors",2082,163.0900022,"By fish group"
"Barramundi","RCP 2.6","All sectors",2082,0.004121596,"By fish group"
"Barramundi","RCP 8.5","All sectors",2082,0.004110938,"By fish group"
"Bartail flathead","RCP 2.6","All sectors",2082,413.4667733,"By fish group"
"Bartail flathead","RCP 8.5","All sectors",2082,316.7455241,"By fish group"
"Black pomfret","RCP 2.6","All sectors",2082,565.4990687,"By fish group"
"Black pomfret","RCP 8.5","All sectors",2082,559.3737295,"By fish group"
"Bombay duck","RCP 2.6","All sectors",2082,67438.92214,"By fish group"
"Bombay duck","RCP 8.5","All sectors",2082,50247.20998,"By fish group"
"Chinese silver pomfret","RCP 2.6","All sectors",2082,1008.269139,"By fish group"
"Chinese silver pomfret","RCP 8.5","All sectors",2082,876.3050887,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","All sectors",2082,1175.061387,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","All sectors",2082,1173.268688,"By fish group"
"Cutlassfishes","RCP 2.6","All sectors",2082,5242.669871,"By fish group"
"Cutlassfishes","RCP 8.5","All sectors",2082,5366.684025,"By fish group"
"Drums, croakers","RCP 2.6","All sectors",2082,23669.792926,"By fish group"
"Drums, croakers","RCP 8.5","All sectors",2082,22281.122803,"By fish group"
"Fourfinger threadfin","RCP 2.6","All sectors",2082,0.009099012,"By fish group"
"Fourfinger threadfin","RCP 8.5","All sectors",2082,0.009938747,"By fish group"
"Garment anchovies","RCP 2.6","All sectors",2082,2635.289326,"By fish group"
"Garment anchovies","RCP 8.5","All sectors",2082,2631.252641,"By fish group"
"Giant tiger prawn","RCP 2.6","All sectors",2082,384.8954416,"By fish group"
"Giant tiger prawn","RCP 8.5","All sectors",2082,0.262462643,"By fish group"
"Green tiger prawn","RCP 2.6","All sectors",2082,523.0037466,"By fish group"
"Green tiger prawn","RCP 8.5","All sectors",2082,409.9583934,"By fish group"
"Grunters","RCP 2.6","All sectors",2082,1160.756688,"By fish group"
"Grunters","RCP 8.5","All sectors",2082,1163.638717,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","All sectors",2082,10227.09378,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","All sectors",2082,10213.21354,"By fish group"
"Hilsa shad","RCP 2.6","All sectors",2082,42729.9156862,"By fish group"
"Hilsa shad","RCP 8.5","All sectors",2082,10790.1494544,"By fish group"
"Indian mackerel","RCP 2.6","All sectors",2082,1413.133970912,"By fish group"
"Indian mackerel","RCP 8.5","All sectors",2082,2204.35138648,"By fish group"
"Indian white prawn","RCP 2.6","All sectors",2082,348.426362,"By fish group"
"Indian white prawn","RCP 8.5","All sectors",2082,268.2943223,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","All sectors",2082,114.6934925,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","All sectors",2082,3.206831286,"By fish group"
"Indo-Pacific prawns","RCP 2.6","All sectors",2082,3682.496032,"By fish group"
"Indo-Pacific prawns","RCP 8.5","All sectors",2082,3675.015449,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","All sectors",2082,2259.641252,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","All sectors",2082,2137.59623,"By fish group"
"Jacks, pompanos","RCP 2.6","All sectors",2082,547.4114419,"By fish group"
"Jacks, pompanos","RCP 8.5","All sectors",2082,560.360334,"By fish group"
"Jarbua terapon","RCP 2.6","All sectors",2082,2650.393515,"By fish group"
"Jarbua terapon","RCP 8.5","All sectors",2082,2722.747246,"By fish group"
"Johns snapper","RCP 2.6","All sectors",2082,0.004121596,"By fish group"
"Johns snapper","RCP 8.5","All sectors",2082,0.004110938,"By fish group"
"Kuruma prawn","RCP 2.6","All sectors",2082,0.004121596,"By fish group"
"Kuruma prawn","RCP 8.5","All sectors",2082,0.004110938,"By fish group"
"Mullets, grey mullets","RCP 2.6","All sectors",2082,817.0873541,"By fish group"
"Mullets, grey mullets","RCP 8.5","All sectors",2082,828.8414755,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","All sectors",2082,0,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","All sectors",2082,0,"By fish group"
"Others","RCP 2.6","All sectors",2082,156287.03477,"By fish group"
"Others","RCP 8.5","All sectors",2082,161940.97479,"By fish group"
"Scats","RCP 2.6","All sectors",2082,99.15671949,"By fish group"
"Scats","RCP 8.5","All sectors",2082,99.00263567,"By fish group"
"Sea catfishes, coblers","RCP 2.6","All sectors",2082,0.184061951,"By fish group"
"Sea catfishes, coblers","RCP 8.5","All sectors",2082,0.198192758,"By fish group"
"Sepia cuttlefishes","RCP 2.6","All sectors",2082,1148.100021,"By fish group"
"Sepia cuttlefishes","RCP 8.5","All sectors",2082,1175.258063,"By fish group"
"Silver biddies","RCP 2.6","All sectors",2082,428.090881,"By fish group"
"Silver biddies","RCP 8.5","All sectors",2082,428.3168609,"By fish group"
"Silver pomfret","RCP 2.6","All sectors",2082,2016.380088,"By fish group"
"Silver pomfret","RCP 8.5","All sectors",2082,1066.49590183,"By fish group"
"Silver sillago","RCP 2.6","All sectors",2082,114.7313341,"By fish group"
"Silver sillago","RCP 8.5","All sectors",2082,94.00468189,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","All sectors",2082,1837.847376,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","All sectors",2082,1834.995115,"By fish group"
"Smelt-whitings","RCP 2.6","All sectors",2082,215.1811113,"By fish group"
"Smelt-whitings","RCP 8.5","All sectors",2082,214.8233522,"By fish group"
"Speckled shrimp","RCP 2.6","All sectors",2082,380.0024774,"By fish group"
"Speckled shrimp","RCP 8.5","All sectors",2082,786.2338916,"By fish group"
"Stargazers","RCP 2.6","All sectors",2082,15.9486737,"By fish group"
"Stargazers","RCP 8.5","All sectors",2082,15.92369152,"By fish group"
"Threadfins","RCP 2.6","All sectors",2082,26092.020544,"By fish group"
"Threadfins","RCP 8.5","All sectors",2082,20535.435172,"By fish group"
"Thryssas","RCP 2.6","All sectors",2082,1304.475675922,"By fish group"
"Thryssas","RCP 8.5","All sectors",2082,1766.7265267,"By fish group"
"Toli shad","RCP 2.6","All sectors",2082,19.43126336,"By fish group"
"Toli shad","RCP 8.5","All sectors",2082,8.778110229,"By fish group"
"Torpedo scad","RCP 2.6","All sectors",2082,479.8252551,"By fish group"
"Torpedo scad","RCP 8.5","All sectors",2082,483.4230687,"By fish group"
"Upeneid goatfishes","RCP 2.6","All sectors",2082,24.58853403,"By fish group"
"Upeneid goatfishes","RCP 8.5","All sectors",2082,24.55032334,"By fish group"
"Whitefin wolf-herring","RCP 2.6","All sectors",2082,19.01402906,"By fish group"
"Whitefin wolf-herring","RCP 8.5","All sectors",2082,21.77854385,"By fish group"
"Yellowfin seabream","RCP 2.6","All sectors",2082,19.75802489,"By fish group"
"Yellowfin seabream","RCP 8.5","All sectors",2082,19.26586405,"By fish group"
"Acetes shrimps","RCP 2.6","Artisanal",2083,19334.50488,"By fish group"
"Acetes shrimps","RCP 8.5","Artisanal",2083,21445.6832,"By fish group"
"Bombay duck","RCP 2.6","Artisanal",2083,48181.33051,"By fish group"
"Bombay duck","RCP 8.5","Artisanal",2083,34149.2566,"By fish group"
"Drums, croakers","RCP 2.6","Artisanal",2083,3348.066848,"By fish group"
"Drums, croakers","RCP 8.5","Artisanal",2083,1956.192841,"By fish group"
"Fourfinger threadfin","RCP 2.6","Artisanal",2083,0.004998176,"By fish group"
"Fourfinger threadfin","RCP 8.5","Artisanal",2083,0.005827911,"By fish group"
"Hilsa shad","RCP 2.6","Artisanal",2083,42342.00279,"By fish group"
"Hilsa shad","RCP 8.5","Artisanal",2083,10491.14922,"By fish group"
"Indian mackerel","RCP 2.6","Artisanal",2083,1290.273489,"By fish group"
"Indian mackerel","RCP 8.5","Artisanal",2083,2148.628923,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Artisanal",2083,104.8859313,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Artisanal",2083,2.665292703,"By fish group"
"Others","RCP 2.6","Artisanal",2083,73795.99239,"By fish group"
"Others","RCP 8.5","Artisanal",2083,76873.01631,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Artisanal",2083,0.004998176,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Artisanal",2083,0.005827911,"By fish group"
"Silver pomfret","RCP 2.6","Artisanal",2083,741.1614638,"By fish group"
"Silver pomfret","RCP 8.5","Artisanal",2083,8.71623554,"By fish group"
"Threadfins","RCP 2.6","Artisanal",2083,20051.79605,"By fish group"
"Threadfins","RCP 8.5","Artisanal",2083,14395.63521,"By fish group"
"Thryssas","RCP 2.6","Artisanal",2083,0.115321654,"By fish group"
"Thryssas","RCP 8.5","Artisanal",2083,1217.35318,"By fish group"
"Bombay duck","RCP 2.6","Industrial",2083,0,"By fish group"
"Bombay duck","RCP 8.5","Industrial",2083,0,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Industrial",2083,0,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Industrial",2083,0,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","Industrial",2083,0,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","Industrial",2083,0,"By fish group"
"Others","RCP 2.6","Industrial",2083,0,"By fish group"
"Others","RCP 8.5","Industrial",2083,0,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Industrial",2083,0,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Industrial",2083,0,"By fish group"
"Silver pomfret","RCP 2.6","Industrial",2083,0,"By fish group"
"Silver pomfret","RCP 8.5","Industrial",2083,0,"By fish group"
"Acetes shrimps","RCP 2.6","Subsistence",2083,7678.103178,"By fish group"
"Acetes shrimps","RCP 8.5","Subsistence",2083,7728.075326,"By fish group"
"Banana prawn","RCP 2.6","Subsistence",2083,0.004163048,"By fish group"
"Banana prawn","RCP 8.5","Subsistence",2083,0.004152283,"By fish group"
"Barramundi","RCP 2.6","Subsistence",2083,0.004163048,"By fish group"
"Barramundi","RCP 8.5","Subsistence",2083,0.004152283,"By fish group"
"Bartail flathead","RCP 2.6","Subsistence",2083,408.8817533,"By fish group"
"Bartail flathead","RCP 8.5","Subsistence",2083,309.5959834,"By fish group"
"Black pomfret","RCP 2.6","Subsistence",2083,564.6022096,"By fish group"
"Black pomfret","RCP 8.5","Subsistence",2083,554.874946,"By fish group"
"Bombay duck","RCP 2.6","Subsistence",2083,19293.39201,"By fish group"
"Bombay duck","RCP 8.5","Subsistence",2083,15668.43153,"By fish group"
"Chinese silver pomfret","RCP 2.6","Subsistence",2083,1013.972205,"By fish group"
"Chinese silver pomfret","RCP 8.5","Subsistence",2083,877.6511685,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","Subsistence",2083,1168.564405,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","Subsistence",2083,1166.780814,"By fish group"
"Cutlassfishes","RCP 2.6","Subsistence",2083,5270.528238,"By fish group"
"Cutlassfishes","RCP 8.5","Subsistence",2083,5346.040083,"By fish group"
"Drums, croakers","RCP 2.6","Subsistence",2083,20078.53494,"By fish group"
"Drums, croakers","RCP 8.5","Subsistence",2083,20102.39742,"By fish group"
"Fourfinger threadfin","RCP 2.6","Subsistence",2083,0.004163048,"By fish group"
"Fourfinger threadfin","RCP 8.5","Subsistence",2083,0.004152283,"By fish group"
"Garment anchovies","RCP 2.6","Subsistence",2083,2727.458192,"By fish group"
"Garment anchovies","RCP 8.5","Subsistence",2083,2723.341412,"By fish group"
"Giant tiger prawn","RCP 2.6","Subsistence",2083,7.012011407,"By fish group"
"Giant tiger prawn","RCP 8.5","Subsistence",2083,1.056806996,"By fish group"
"Green tiger prawn","RCP 2.6","Subsistence",2083,524.9006346,"By fish group"
"Green tiger prawn","RCP 8.5","Subsistence",2083,417.5256978,"By fish group"
"Grunters","RCP 2.6","Subsistence",2083,1152.484527,"By fish group"
"Grunters","RCP 8.5","Subsistence",2083,1155.566238,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","Subsistence",2083,10585.27969,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","Subsistence",2083,10571.49517,"By fish group"
"Hilsa shad","RCP 2.6","Subsistence",2083,426.9410131,"By fish group"
"Hilsa shad","RCP 8.5","Subsistence",2083,128.9361367,"By fish group"
"Indian mackerel","RCP 2.6","Subsistence",2083,6.112644227,"By fish group"
"Indian mackerel","RCP 8.5","Subsistence",2083,8.967439781,"By fish group"
"Indian white prawn","RCP 2.6","Subsistence",2083,349.1192864,"By fish group"
"Indian white prawn","RCP 8.5","Subsistence",2083,276.9607071,"By fish group"
"Indo-Pacific prawns","RCP 2.6","Subsistence",2083,3723.369647,"By fish group"
"Indo-Pacific prawns","RCP 8.5","Subsistence",2083,3716.178265,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","Subsistence",2083,2259.219859,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","Subsistence",2083,2148.859533,"By fish group"
"Jacks, pompanos","RCP 2.6","Subsistence",2083,550.320263,"By fish group"
"Jacks, pompanos","RCP 8.5","Subsistence",2083,558.2048045,"By fish group"
"Jarbua terapon","RCP 2.6","Subsistence",2083,2668.429697,"By fish group"
"Jarbua terapon","RCP 8.5","Subsistence",2083,2685.56115,"By fish group"
"Johns snapper","RCP 2.6","Subsistence",2083,0.004163048,"By fish group"
"Johns snapper","RCP 8.5","Subsistence",2083,0.004152283,"By fish group"
"Kuruma prawn","RCP 2.6","Subsistence",2083,0.004163048,"By fish group"
"Kuruma prawn","RCP 8.5","Subsistence",2083,0.004152283,"By fish group"
"Mullets, grey mullets","RCP 2.6","Subsistence",2083,771.4596973,"By fish group"
"Mullets, grey mullets","RCP 8.5","Subsistence",2083,783.0639052,"By fish group"
"Others","RCP 2.6","Subsistence",2083,83017.9347,"By fish group"
"Others","RCP 8.5","Subsistence",2083,84207.3482,"By fish group"
"Scats","RCP 2.6","Subsistence",2083,99.62064902,"By fish group"
"Scats","RCP 8.5","Subsistence",2083,99.46723198,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Subsistence",2083,0.135544771,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Subsistence",2083,0.145803422,"By fish group"
"Sepia cuttlefishes","RCP 2.6","Subsistence",2083,1154.200765,"By fish group"
"Sepia cuttlefishes","RCP 8.5","Subsistence",2083,1170.737216,"By fish group"
"Silver biddies","RCP 2.6","Subsistence",2083,426.1953657,"By fish group"
"Silver biddies","RCP 8.5","Subsistence",2083,426.4553056,"By fish group"
"Silver pomfret","RCP 2.6","Subsistence",2083,1100.686724,"By fish group"
"Silver pomfret","RCP 8.5","Subsistence",2083,992.4340217,"By fish group"
"Silver sillago","RCP 2.6","Subsistence",2083,115.6279338,"By fish group"
"Silver sillago","RCP 8.5","Subsistence",2083,93.25100673,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","Subsistence",2083,1858.259029,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","Subsistence",2083,1855.409287,"By fish group"
"Smelt-whitings","RCP 2.6","Subsistence",2083,216.8627035,"By fish group"
"Smelt-whitings","RCP 8.5","Subsistence",2083,216.5058284,"By fish group"
"Speckled shrimp","RCP 2.6","Subsistence",2083,678.4326173,"By fish group"
"Speckled shrimp","RCP 8.5","Subsistence",2083,385.0945228,"By fish group"
"Stargazers","RCP 2.6","Subsistence",2083,15.80467078,"By fish group"
"Stargazers","RCP 8.5","Subsistence",2083,15.78011869,"By fish group"
"Threadfins","RCP 2.6","Subsistence",2083,6415.476552,"By fish group"
"Threadfins","RCP 8.5","Subsistence",2083,6419.516604,"By fish group"
"Thryssas","RCP 2.6","Subsistence",2083,1311.383324,"By fish group"
"Thryssas","RCP 8.5","Subsistence",2083,1330.171759,"By fish group"
"Toli shad","RCP 2.6","Subsistence",2083,19.5899372,"By fish group"
"Toli shad","RCP 8.5","Subsistence",2083,8.665139065,"By fish group"
"Torpedo scad","RCP 2.6","Subsistence",2083,474.0709699,"By fish group"
"Torpedo scad","RCP 8.5","Subsistence",2083,476.4548846,"By fish group"
"Upeneid goatfishes","RCP 2.6","Subsistence",2083,24.74115608,"By fish group"
"Upeneid goatfishes","RCP 8.5","Subsistence",2083,24.70309272,"By fish group"
"Whitefin wolf-herring","RCP 2.6","Subsistence",2083,16.70100472,"By fish group"
"Whitefin wolf-herring","RCP 8.5","Subsistence",2083,19.17752524,"By fish group"
"Yellowfin seabream","RCP 2.6","Subsistence",2083,17.7598653,"By fish group"
"Yellowfin seabream","RCP 8.5","Subsistence",2083,17.32344032,"By fish group"
"All fish groups","RCP 2.6","All sectors",2083,387382.330098351,"Totals"
"All fish groups","RCP 8.5","All sectors",2083,337376.534953724,"Totals"
"All fish groups","RCP 2.6","Artisanal",2083,209190.139670106,"Totals"
"All fish groups","RCP 8.5","Artisanal",2083,162688.308668065,"Totals"
"All fish groups","RCP 2.6","Industrial",2083,0,"Totals"
"All fish groups","RCP 8.5","Industrial",2083,0,"Totals"
"All fish groups","RCP 2.6","Subsistence",2083,178192.190428245,"Totals"
"All fish groups","RCP 8.5","Subsistence",2083,174688.226285659,"Totals"
"Acetes shrimps","RCP 2.6","All sectors",2083,27012.608058,"By fish group"
"Acetes shrimps","RCP 8.5","All sectors",2083,29173.758526,"By fish group"
"Banana prawn","RCP 2.6","All sectors",2083,0.004163048,"By fish group"
"Banana prawn","RCP 8.5","All sectors",2083,0.004152283,"By fish group"
"Barramundi","RCP 2.6","All sectors",2083,0.004163048,"By fish group"
"Barramundi","RCP 8.5","All sectors",2083,0.004152283,"By fish group"
"Bartail flathead","RCP 2.6","All sectors",2083,408.8817533,"By fish group"
"Bartail flathead","RCP 8.5","All sectors",2083,309.5959834,"By fish group"
"Black pomfret","RCP 2.6","All sectors",2083,564.6022096,"By fish group"
"Black pomfret","RCP 8.5","All sectors",2083,554.874946,"By fish group"
"Bombay duck","RCP 2.6","All sectors",2083,67474.72252,"By fish group"
"Bombay duck","RCP 8.5","All sectors",2083,49817.68813,"By fish group"
"Chinese silver pomfret","RCP 2.6","All sectors",2083,1013.972205,"By fish group"
"Chinese silver pomfret","RCP 8.5","All sectors",2083,877.6511685,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","All sectors",2083,1168.564405,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","All sectors",2083,1166.780814,"By fish group"
"Cutlassfishes","RCP 2.6","All sectors",2083,5270.528238,"By fish group"
"Cutlassfishes","RCP 8.5","All sectors",2083,5346.040083,"By fish group"
"Drums, croakers","RCP 2.6","All sectors",2083,23426.601788,"By fish group"
"Drums, croakers","RCP 8.5","All sectors",2083,22058.590261,"By fish group"
"Fourfinger threadfin","RCP 2.6","All sectors",2083,0.009161224,"By fish group"
"Fourfinger threadfin","RCP 8.5","All sectors",2083,0.009980194,"By fish group"
"Garment anchovies","RCP 2.6","All sectors",2083,2727.458192,"By fish group"
"Garment anchovies","RCP 8.5","All sectors",2083,2723.341412,"By fish group"
"Giant tiger prawn","RCP 2.6","All sectors",2083,7.012011407,"By fish group"
"Giant tiger prawn","RCP 8.5","All sectors",2083,1.056806996,"By fish group"
"Green tiger prawn","RCP 2.6","All sectors",2083,524.9006346,"By fish group"
"Green tiger prawn","RCP 8.5","All sectors",2083,417.5256978,"By fish group"
"Grunters","RCP 2.6","All sectors",2083,1152.484527,"By fish group"
"Grunters","RCP 8.5","All sectors",2083,1155.566238,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","All sectors",2083,10585.27969,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","All sectors",2083,10571.49517,"By fish group"
"Hilsa shad","RCP 2.6","All sectors",2083,42768.9438031,"By fish group"
"Hilsa shad","RCP 8.5","All sectors",2083,10620.0853567,"By fish group"
"Indian mackerel","RCP 2.6","All sectors",2083,1296.386133227,"By fish group"
"Indian mackerel","RCP 8.5","All sectors",2083,2157.596362781,"By fish group"
"Indian white prawn","RCP 2.6","All sectors",2083,349.1192864,"By fish group"
"Indian white prawn","RCP 8.5","All sectors",2083,276.9607071,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","All sectors",2083,104.8859313,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","All sectors",2083,2.665292703,"By fish group"
"Indo-Pacific prawns","RCP 2.6","All sectors",2083,3723.369647,"By fish group"
"Indo-Pacific prawns","RCP 8.5","All sectors",2083,3716.178265,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","All sectors",2083,2259.219859,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","All sectors",2083,2148.859533,"By fish group"
"Jacks, pompanos","RCP 2.6","All sectors",2083,550.320263,"By fish group"
"Jacks, pompanos","RCP 8.5","All sectors",2083,558.2048045,"By fish group"
"Jarbua terapon","RCP 2.6","All sectors",2083,2668.429697,"By fish group"
"Jarbua terapon","RCP 8.5","All sectors",2083,2685.56115,"By fish group"
"Johns snapper","RCP 2.6","All sectors",2083,0.004163048,"By fish group"
"Johns snapper","RCP 8.5","All sectors",2083,0.004152283,"By fish group"
"Kuruma prawn","RCP 2.6","All sectors",2083,0.004163048,"By fish group"
"Kuruma prawn","RCP 8.5","All sectors",2083,0.004152283,"By fish group"
"Mullets, grey mullets","RCP 2.6","All sectors",2083,771.4596973,"By fish group"
"Mullets, grey mullets","RCP 8.5","All sectors",2083,783.0639052,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","All sectors",2083,0,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","All sectors",2083,0,"By fish group"
"Others","RCP 2.6","All sectors",2083,156813.92709,"By fish group"
"Others","RCP 8.5","All sectors",2083,161080.36451,"By fish group"
"Scats","RCP 2.6","All sectors",2083,99.62064902,"By fish group"
"Scats","RCP 8.5","All sectors",2083,99.46723198,"By fish group"
"Sea catfishes, coblers","RCP 2.6","All sectors",2083,0.140542947,"By fish group"
"Sea catfishes, coblers","RCP 8.5","All sectors",2083,0.151631333,"By fish group"
"Sepia cuttlefishes","RCP 2.6","All sectors",2083,1154.200765,"By fish group"
"Sepia cuttlefishes","RCP 8.5","All sectors",2083,1170.737216,"By fish group"
"Silver biddies","RCP 2.6","All sectors",2083,426.1953657,"By fish group"
"Silver biddies","RCP 8.5","All sectors",2083,426.4553056,"By fish group"
"Silver pomfret","RCP 2.6","All sectors",2083,1841.8481878,"By fish group"
"Silver pomfret","RCP 8.5","All sectors",2083,1001.15025724,"By fish group"
"Silver sillago","RCP 2.6","All sectors",2083,115.6279338,"By fish group"
"Silver sillago","RCP 8.5","All sectors",2083,93.25100673,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","All sectors",2083,1858.259029,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","All sectors",2083,1855.409287,"By fish group"
"Smelt-whitings","RCP 2.6","All sectors",2083,216.8627035,"By fish group"
"Smelt-whitings","RCP 8.5","All sectors",2083,216.5058284,"By fish group"
"Speckled shrimp","RCP 2.6","All sectors",2083,678.4326173,"By fish group"
"Speckled shrimp","RCP 8.5","All sectors",2083,385.0945228,"By fish group"
"Stargazers","RCP 2.6","All sectors",2083,15.80467078,"By fish group"
"Stargazers","RCP 8.5","All sectors",2083,15.78011869,"By fish group"
"Threadfins","RCP 2.6","All sectors",2083,26467.272602,"By fish group"
"Threadfins","RCP 8.5","All sectors",2083,20815.151814,"By fish group"
"Thryssas","RCP 2.6","All sectors",2083,1311.498645654,"By fish group"
"Thryssas","RCP 8.5","All sectors",2083,2547.524939,"By fish group"
"Toli shad","RCP 2.6","All sectors",2083,19.5899372,"By fish group"
"Toli shad","RCP 8.5","All sectors",2083,8.665139065,"By fish group"
"Torpedo scad","RCP 2.6","All sectors",2083,474.0709699,"By fish group"
"Torpedo scad","RCP 8.5","All sectors",2083,476.4548846,"By fish group"
"Upeneid goatfishes","RCP 2.6","All sectors",2083,24.74115608,"By fish group"
"Upeneid goatfishes","RCP 8.5","All sectors",2083,24.70309272,"By fish group"
"Whitefin wolf-herring","RCP 2.6","All sectors",2083,16.70100472,"By fish group"
"Whitefin wolf-herring","RCP 8.5","All sectors",2083,19.17752524,"By fish group"
"Yellowfin seabream","RCP 2.6","All sectors",2083,17.7598653,"By fish group"
"Yellowfin seabream","RCP 8.5","All sectors",2083,17.32344032,"By fish group"
"Acetes shrimps","RCP 2.6","Artisanal",2084,11298.79883,"By fish group"
"Acetes shrimps","RCP 8.5","Artisanal",2084,13533.37878,"By fish group"
"Bombay duck","RCP 2.6","Artisanal",2084,48207.08722,"By fish group"
"Bombay duck","RCP 8.5","Artisanal",2084,33799.63221,"By fish group"
"Drums, croakers","RCP 2.6","Artisanal",2084,3307.61635,"By fish group"
"Drums, croakers","RCP 8.5","Artisanal",2084,1932.027315,"By fish group"
"Fourfinger threadfin","RCP 2.6","Artisanal",2084,0.005022571,"By fish group"
"Fourfinger threadfin","RCP 8.5","Artisanal",2084,0.005828014,"By fish group"
"Hilsa shad","RCP 2.6","Artisanal",2084,42517.31382,"By fish group"
"Hilsa shad","RCP 8.5","Artisanal",2084,10354.97745,"By fish group"
"Indian mackerel","RCP 2.6","Artisanal",2084,1340.554712,"By fish group"
"Indian mackerel","RCP 8.5","Artisanal",2084,2199.568476,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Artisanal",2084,95.82044877,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Artisanal",2084,2.215224694,"By fish group"
"Others","RCP 2.6","Artisanal",2084,73644.34109,"By fish group"
"Others","RCP 8.5","Artisanal",2084,76589.2514,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Artisanal",2084,0.005022571,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Artisanal",2084,0.005828014,"By fish group"
"Silver pomfret","RCP 2.6","Artisanal",2084,647.4203593,"By fish group"
"Silver pomfret","RCP 8.5","Artisanal",2084,6.861522224,"By fish group"
"Threadfins","RCP 2.6","Artisanal",2084,20170.55336,"By fish group"
"Threadfins","RCP 8.5","Artisanal",2084,14503.37727,"By fish group"
"Thryssas","RCP 2.6","Artisanal",2084,0.556197422,"By fish group"
"Thryssas","RCP 8.5","Artisanal",2084,0.005828014,"By fish group"
"Bombay duck","RCP 2.6","Industrial",2084,0,"By fish group"
"Bombay duck","RCP 8.5","Industrial",2084,0,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Industrial",2084,0,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Industrial",2084,0,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","Industrial",2084,0,"By fish group"
